1024,8697
2048,15337
3072,14297
4096,52773
5120,24368
6144,28566
7168,10885
8192,12400
9216,14187
10240,15513
11264,17177
12288,18680
13312,20181
14336,21540
15360,23150
16384,25424
17408,26672
18432,27956
19456,29885
20480,31095
21504,33039
22528,34232
23552,35976
24576,37517
25600,41373
26624,41050
27648,41943
28672,43294
29696,77739
30720,79968
31744,82443
32768,85248
33792,334474
34816,79960
35840,66466
36864,56310
37888,57589
38912,58801
39936,60748
40960,62779
41984,65368
43008,65381
44032,66683
45056,68678
46080,69911
47104,71518
48128,84314
49152,75993
50176,77513
51200,133785
52224,136199
53248,128119
54272,108932
55296,87749
56320,85802
57344,87266
58368,88882
59392,94198
60416,92327
61440,94315
62464,97677
63488,96704
64512,98497
65536,99958
66560,114531
67584,472026
68608,103626
69632,105390
70656,107254
71680,109023
72704,110313
73728,111714
74752,112917
75776,130570
76800,115954
77824,117595
78848,188570
79872,132819
80896,122820
81920,124099
82944,129089
83968,127111
84992,128076
86016,145448
87040,131887
88064,133781
89088,135471
90112,136746
91136,138575
92160,140594
93184,145585
94208,143236
95232,143995
96256,145834
97280,146589
98304,148601
99328,150309
100352,231338
101376,208228
102400,155374
103424,169514
104448,169812
105472,159834
106496,160559
107520,162554
108544,164757
109568,198819
110592,168383
111616,169464
112640,171177
113664,173253
114688,175302
115712,175225
116736,277234
117760,178643
118784,285761
119808,181492
120832,269303
121856,205606
122880,186209
123904,187401
124928,189308
125952,191030
126976,211379
128000,193433
129024,390840
130048,200378
131072,198226
132096,199896
133120,201958
134144,203794
135168,1002024
136192,207096
137216,233934
138240,209260
139264,211394
140288,211772
141312,213523
142336,215163
143360,216781
144384,217338
145408,219631
146432,221997
147456,222818
148480,224434
149504,226207
150528,230475
151552,244253
152576,230785
153600,232604
154624,239461
155648,236084
156672,237450
157696,248305
158720,240463
159744,242042
160768,243638
161792,267492
162816,247119
163840,248972
164864,249559
165888,302824
166912,253307
167936,254592
168960,310946
169984,268012
171008,259215
172032,260162
173056,261277
174080,277106
175104,264943
176128,266406
177152,268220
178176,270073
179200,273039
180224,274778
181248,274820
182272,275849
183296,277409
184320,279683
185344,280740
186368,281911
187392,310260
188416,318571
189440,287444
190464,294720
191488,289155
192512,300208
193536,292587
194560,311865
195584,295124
196608,296815
197632,298608
198656,300557
199680,303621
200704,583793
201728,305592
202752,306614
203776,307899
204800,310302
205824,311624
206848,312748
207872,314888
208896,317870
209920,358580
210944,393978
211968,320113
212992,322819
214016,330926
215040,335591
216064,326840
217088,328296
218112,332564
219136,353503
220160,332388
221184,372896
222208,336645
223232,338225
224256,339525
225280,341199
226304,342833
227328,411095
228352,442403
229376,347655
230400,348799
231424,362144
232448,352042
233472,354074
234496,354608
235520,356413
236544,358018
237568,381083
238592,360350
239616,362344
240640,375407
241664,364974
242688,366813
243712,367969
244736,401251
245760,374246
246784,372875
247808,374777
248832,375692
249856,378886
250880,380825
251904,390662
252928,478772
253952,387780
254976,396328
256000,388097
257024,389185
258048,391139
259072,393051
260096,394100
261120,395168
262144,398714
263168,498008
264192,399491
265216,401313
266240,458006
267264,405054
268288,406020
269312,407469
270336,2004165
271360,483607
272384,410591
273408,460380
274432,438170
275456,666758
276480,426663
277504,496407
278528,423554
279552,422306
280576,425185
281600,429216
282624,430878
283648,429169
284672,429537
285696,431318
286720,434970
287744,478241
288768,444449
289792,438917
290816,439868
291840,440104
292864,447588
293888,444098
294912,493439
295936,447761
296960,448767
297984,449797
299008,502359
300032,453759
301056,460315
302080,459169
303104,464884
304128,462869
305152,553190
306176,462141
307200,463865
308224,466820
309248,620970
310272,469289
311296,471816
312320,480233
313344,473336
314368,475619
315392,478207
316416,491345
317440,480601
318464,480662
319488,484090
320512,492617
321536,485379
322560,488143
323584,489052
324608,520184
325632,539339
326656,496530
327680,494993
328704,500356
329728,498838
330752,588863
331776,533012
332800,505449
333824,518387
334848,505496
335872,614677
336896,920509
337920,511403
338944,515205
339968,525172
340992,634921
342016,529375
343040,518394
344064,519630
345088,522642
346112,672045
347136,530890
348160,604377
349184,527620
350208,530129
351232,725381
352256,695504
353280,562156
354304,535312
355328,544122
356352,762402
357376,670866
358400,542942
359424,542947
360448,545367
361472,787270
362496,660807
363520,549114
364544,551954
365568,552546
366592,676989
367616,638108
368640,558684
369664,574763
370688,560151
371712,587675
372736,623517
373760,564599
374784,574369
375808,567635
376832,603811
377856,580198
378880,573253
379904,578612
380928,576227
381952,578568
382976,578465
384000,580836
385024,595083
386048,583646
387072,658027
388096,586711
389120,588057
390144,592463
391168,592185
392192,646183
393216,594731
394240,597514
395264,607515
396288,634432
397312,602430
398336,609640
399360,604421
400384,617158
401408,615228
402432,609642
403456,617166
404480,610511
405504,613386
406528,683482
407552,616505
408576,618681
409600,627134
410624,621116
411648,627427
412672,638731
413696,625746
414720,628393
415744,655207
416768,630105
417792,631561
418816,633645
419840,634746
420864,641211
421888,668931
422912,643651
423936,640689
424960,643816
425984,818585
427008,646638
428032,662336
429056,649397
430080,666273
431104,652588
432128,651861
433152,654354
434176,660831
435200,794896
436224,660205
437248,661850
438272,678520
439296,672986
440320,665811
441344,667228
442368,677934
443392,671414
444416,730625
445440,673839
446464,674191
447488,676598
448512,684590
449536,680647
450560,681219
451584,686558
452608,688337
453632,747930
454656,702490
455680,687867
456704,689688
457728,723341
458752,710461
459776,694851
460800,698882
461824,703213
462848,715326
463872,701785
464896,702103
465920,704550
466944,906923
467968,739438
468992,709514
470016,712399
471040,737760
472064,715097
473088,727629
474112,717579
475136,725096
476160,837717
477184,722109
478208,732864
479232,724963
480256,738128
481280,729377
482304,728514
483328,744185
484352,734885
485376,739287
486400,736207
487424,738029
488448,792543
489472,794944
490496,742969
491520,741664
492544,750197
493568,754428
494592,750453
495616,761716
496640,756353
497664,905555
498688,796585
499712,755848
500736,759129
501760,1287668
502784,761099
503808,799845
504832,763293
505856,843572
506880,765466
507904,767620
508928,768668
509952,772858
510976,775403
512000,775275
513024,786883
514048,863813
515072,909803
516096,835576
517120,781305
518144,791305
519168,785103
