100,0
200,0
300,0
400,1
500,1
600,2
700,4
800,5
900,5
1000,8
1100,9
1200,10
1300,13
1400,14
1500,17
1600,18
1700,24
1800,24
1900,24
2000,29
2100,36
2200,39
2300,39
2400,44
2500,46
2600,49
2700,51
2800,58
2900,60
3000,68
3100,73
3200,80
3300,85
3400,95
3500,104
3600,116
3700,125
3800,145
3900,155
4000,172
4100,179
4200,192
4300,207
4400,199
4500,208
4600,227
4700,248
4800,271
4900,282
5000,289
5100,305
5200,318
5300,329
5400,344
5500,358
5600,371
5700,394
5800,421
5900,449
6000,510
6100,550
6200,547
6300,547
6400,551
6500,662
6600,598
6700,580
6800,621
6900,874
7000,880
7100,808
7200,886
7300,880
7400,1360
7500,1115
7600,1028
7700,1155
7800,1356
7900,1328
8000,1390
8100,2120
8200,1485
8300,1060
8400,1072
8500,1246
8600,1087
8700,1043
8800,1063
8900,1094
9000,1003
9100,1107
9200,1172
9300,1184
9400,1231
9500,1187
9600,1171
9700,1448
9800,1418
9900,1224
